user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data,id
35 to 44,702,2015-08-17,male,78,28.7,490,Starbucks to Majid,75 to 84 kg,Evening Ride,33.3,90.7,66.1,7151,7151,0,721
35 to 44,750,2013-12-29,male,374,11.0,1580,North Corniche,95 kg to 104 kg,Evening Ride,19.4,83.2,100.66,18709,18709,0,5729
35 to 44,825,2013-08-11,male,292,25.8,278,Oghor 2 SailsIsland,75 to 84 kg,Night Ride,17.6,40.7,50.64,10374,10374,0,4262
25 to 34,417,2017-10-21,male,40,28.2,876,Obhur North Short,105 kg to 114 kg,Morning Ride,28.9,46.8,90.9,11307,11307,1,1496
35 to 44,1239,2017-11-14,male,85,30.0,326,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Evening Ride,20.7,37.8,26.91,4680,4680,0,2918
25 to 34,1051,2019-03-15,male,64,17.8,1389,Obhur North Short,95 kg to 104 kg,Morning Ride,30.7,50.8,101.73,11933,11933,1,1520
25 to 34,305,2017-12-18,male,229,30.5,570,North Corniche,55 to 64 kg,اول تمرين مع شباب جدة سايكلست ,25.1,35.6,46.5,6681,6681,0,5025
35 to 44,652,2017-04-10,male,58,30.2,200,Headquarters Business Park,65 to 74 kg,Night Ride,33.2,68.4,38.82,4215,4215,0,7186
25 to 34,378,2016-04-22,male,426,25.3,284,Oghor 2 SailsIsland,75 to 84 kg,تمرين صباح الجمعه مع جده سايكلتس ,19.9,39.6,26.05,4719,4719,0,3755
25 to 34,503,2016-09-20,male,577,19.0,318,Headquarters Business Park,75 to 84 kg,Night Hilton,17.9,35.3,22.38,4505,4505,0,6842
25 to 34,1777,2019-03-24,male,77,30.6,197,Headquarters Business Park,54 kg and under,Morning Ride,24.0,38.5,20.41,3062,3062,1,6343
20 to 24,104,2018-12-27,male,59,22.8,617,Starbucks to Majid,54 kg and under,Night Ride,21.1,50.8,50.03,8519,8519,0,108
25 to 34,367,2016-11-05,male,49,33.7,809,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,28.9,45.0,81.59,10178,10178,0,1754
35 to 44,737,2018-03-17,male,162,30.8,563,North Corniche,54 kg and under,Training 17.3,23.3,43.9,40.91,6311,6311,0,5518
35 to 44,718,2018-12-17,male,88,19.6,1625,S.Ubhur Alkurnaysh South Bound with detour,54 kg and under,Evening Ride,24.6,40.7,47.08,6894,6894,0,1351
45 to 54,1023,2019-09-06,male,64,31.0,559,North Corniche,,2019sep06,20.9,38.9,53.83,9286,9286,0,5813
25 to 34,1438,2019-05-01,male,408,23.2,747,North Corniche,95 kg to 104 kg,Night Ride,16.1,42.1,19.32,4318,4318,0,5204
35 to 44,904,2017-07-24,male,346,19.3,900,North Corniche,54 kg and under,Monday Evening Ride,21.2,43.2,28.6,4850,4850,0,5701
20 to 24,113,2019-02-15,male,52,20.6,825,King Street side,54 kg and under,Afternoon Ride,20.7,42.1,104.85,18278,18278,0,1973
25 to 34,327,2020-02-21,male,185,26.1,539,Starbucks to Majid,54 kg and under,Morning Ride,27.8,50.8,47.14,6105,6105,0,336
25 to 34,313,2018-11-21,male,148,33.6,517,North Corniche,54 kg and under,Evening Ride,25.2,45.0,42.48,6075,6075,0,4943
35 to 44,2127,2018-06-18,male,359,20.1,300,Headquarters Business Park,54 kg and under,Morning Ride,19.9,40.0,12.67,2291,2291,1,7486
25 to 34,420,2017-01-11,male,184,33.4,215,Oghor 2 SailsIsland,95 kg to 104 kg,Evening Ride,20.3,45.4,28.96,5129,5129,0,3513
20 to 24,1387,2018-08-03,male,123,18.9,379,Oghor 2 SailsIsland,65 to 74 kg,Night Ride,16.7,34.6,16.86,3627,3627,0,3258
25 to 34,1319,2017-11-28,male,167,6.0,1616,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Evening Ride,17.6,42.5,38.43,7844,7844,0,2833
25 to 34,1169,2017-08-12,male,219,30.8,564,North Corniche,65 to 74 kg,Morning Ride,31.6,54.7,40.48,4619,4619,1,5014
35 to 44,705,2018-12-21,male,82,28.6,492,Starbucks to Majid,65 to 74 kg,Morning Ride,30.2,40.0,35.02,4174,4174,1,724
35 to 44,739,2019-06-19,male,122,26.8,525,Starbucks to Majid,55 to 64 kg,Ciclismo por la mañana,26.7,51.5,43.7,5883,5883,0,765
25 to 34,1908,2020-03-01,male,590,18.8,321,Headquarters Business Park,,Afternoon Ride,23.2,66.2,23.9,3716,3716,0,6856
45 to 54,1586,2019-01-05,male,49,33.8,212,Oghor 2 SailsIsland,54 kg and under,Evening Ride,19.0,39.6,30.26,5749,5749,0,4463
45 to 54,941,2016-10-24,male,10,43.0,167,Oghor 2 SailsIsland,95 kg to 104 kg,Pedalada de mañana,30.8,45.7,35.23,4124,4124,1,4424
25 to 34,298,2016-02-20,male,155,27.0,522,Starbucks to Majid,65 to 74 kg,3rd Rid'16,23.1,47.9,33.22,5176,5176,0,307
35 to 44,667,2019-11-20,male,15,37.6,847,S.Ubhur Alkurnaysh South Bound with detour,85 to 95 kg,Evening Ride,29.4,43.9,51.42,6288,6288,1,1278
25 to 34,1453,2016-07-11,male,473,23.4,306,Oghor 2 SailsIsland,95 kg to 104 kg,Night Ride,20.2,46.8,20.53,3664,3664,0,3801
25 to 34,447,2018-11-06,male,286,29.9,240,Oghor 2 SailsIsland,105 kg to 114 kg,Afternoon Ride,20.5,40.0,41.31,7243,7243,0,3616
20 to 24,115,2018-05-03,male,78,23.0,262,Headquarters Business Park,54 kg and under,Afternoon Ride,14.8,40.3,26.01,6328,6328,0,6129
20 to 24,85,2016-12-07,male,45,32.2,223,Oghor 2 SailsIsland,85 to 95 kg,Night Rideاحمد,27.3,48.2,7.34,967,967,0,3181
35 to 44,267,2019-04-27,male,2,45.0,134,Headquarters Business Park,65 to 74 kg,Morning Ride,38.0,51.1,35.31,3350,3350,1,7128
35 to 44,682,2015-11-06,male,11,39.9,684,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,33.8,51.1,90.21,9620,9620,1,1791
35 to 44,823,2018-08-29,male,106,35.0,205,Oghor 2 SailsIsland,85 to 95 kg,تمرين جميل مع دراج جدة red heart ,21.9,45.7,57.15,9398,9398,0,4077
35 to 44,751,2018-11-30,male,414,15.2,471,Oghor 2 SailsIsland,54 kg and under,Morning Ride,19.5,37.1,20.02,3705,3705,1,4383
35 to 44,1526,2016-12-21,male,186,29.7,585,North Corniche,55 to 64 kg,دراج الحجاز جدة,25.9,56.5,22.24,3089,3089,0,5542
25 to 34,178,2015-11-16,male,72,33.6,506,King Street side,85 to 95 kg,Evening Ride,23.2,37.8,36.68,5700,5700,0,2053
45 to 54,1019,2019-07-06,male,41,29.0,337,PRINCE SULTAN - ASSALAM TO FATIMA,95 kg to 104 kg,تمرين مسائي ساحلي الله يجعلها عفوا وعافيه وعوناً ع الطاعه ,22.7,35.6,34.62,5487,5487,0,3025
20 to 24,1365,2018-11-19,male,29,32.3,537,North Corniche,54 kg and under,Evening Ride,19.5,37.1,11.8,2184,2184,0,4707
20 to 24,69,2018-06-27,male,22,28.7,490,Starbucks to Majid,65 to 74 kg,تمرين جميل مع جده سايكلس red heart ,30.1,50.0,77.18,9222,9222,0,71
25 to 34,470,2016-05-16,male,477,20.6,293,Headquarters Business Park,115 kg and over,Evening Ride,17.4,53.3,20.49,4231,4231,0,6745
25 to 34,1414,2016-06-11,male,287,28.7,605,North Corniche,54 kg and under,Night Ride,21.6,70.2,29.36,4894,4894,0,5082
25 to 34,1176,2020-03-11,male,123,24.0,408,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Evening Ride,27.3,50.0,53.65,7086,7086,0,2789
20 to 24,103,2018-08-31,male,73,23.3,259,Headquarters Business Park,75 to 84 kg,Fun,20.5,41.4,24.13,4244,4244,0,6125
25 to 34,266,2019-06-27,male,118,7.8,4096,S.Ubhur Alkurnaysh South Bound with detour,75 to 84 kg,Night Ride,16.4,32.4,68.04,14898,14898,0,1260
45 to 54,948,2019-02-15,male,44,19.6,1263,Obhur North Short,54 kg and under,Afternoon Ride,20.7,36.7,90.97,15809,15809,0,1666
35 to 44,2125,2019-12-25,male,342,20.6,293,Headquarters Business Park,75 to 84 kg,Evening Ride,17.0,42.5,29.3,6210,6210,1,7469
25 to 34,600,2018-10-05,male,577,17.6,408,Oghor 2 SailsIsland,54 kg and under,Night Ride,1.3,45.0,60.38,172544,172544,0,3905
25 to 34,1989,2019-04-04,male,743,14.1,429,Headquarters Business Park,54 kg and under,Afternoon Ride,13.3,29.5,13.52,3663,3663,0,7008
35 to 44,1335,2019-10-18,male,133,22.1,443,PRINCE SULTAN - ASSALAM TO FATIMA,75 to 84 kg,Morning Ride,20.2,35.3,42.77,7636,7636,0,2966
25 to 34,280,2017-10-02,male,186,26.2,649,King Street side,85 to 95 kg,Evening Ride,23.2,35.6,29.77,4619,4619,0,2167
35 to 44,1241,2018-05-11,male,359,20.1,300,Headquarters Business Park,54 kg and under,Afternoon Ride,19.2,32.8,17.56,3297,3297,0,7485
45 to 54,979,2019-01-21,male,21,32.3,527,King Street side,75 to 84 kg,Evening Ride,29.9,54.0,72.03,8682,8682,0,2533
20 to 24,2,2019-09-27,male,1,43.9,621,Al Fardoos to shellfish round about,65 to 74 kg,Morning Ride,30.7,52.2,64.03,7511,7511,0,1695
55 to 64,981,2014-01-08,male,16,21.3,662,Starbucks to Majid,75 to 84 kg,Evening Ride,18.9,36.0,23.06,4394,4394,0,1095
55 to 64,1274,2019-08-16,male,27,17.5,990,North Corniche,95 kg to 104 kg,Morning Ride,15.5,33.1,34.73,8063,8063,1,5924
45 to 54,652,2018-10-22,male,11,40.9,424,North Corniche,65 to 74 kg,Evening Ride,36.4,46.8,43.21,4271,4271,1,5761
25 to 34,201,2018-06-01,male,293,29.6,242,Oghor 2 SailsIsland,85 to 95 kg,Afternoon Ride,21.5,41.4,48.66,8156,8156,1,3621
45 to 54,933,2015-10-30,male,8,35.0,706,Obhur North Short,85 to 95 kg,Morning Ride,33.5,47.9,86.35,9287,9287,1,1630
25 to 34,159,2019-04-27,male,24,41.3,420,North Corniche,75 to 84 kg,Geely Jeddah 50k race (Garmin malfunctioned),36.6,53.3,34.72,3413,3413,0,4819
55 to 64,940,2018-04-27,male,2,43.6,625,Al Fardoos to shellfish round about,55 to 64 kg,Morning Ride,29.5,56.5,38.51,4704,4704,1,1881
45 to 54,648,2017-08-12,male,121,24.4,294,Oghor 2 SailsIsland,65 to 74 kg,Morning Ride,25.4,37.1,44.24,6281,6281,1,4535
25 to 34,562,2018-07-20,male,478,19.1,908,North Corniche,54 kg and under,Evening Ride,19.0,47.9,55.96,10620,10620,0,5274
35 to 44,1117,2019-02-22,male,72,9.4,2630,Obhur North Short,,Morning Ride,19.9,33.1,92.68,16801,16801,0,1612
45 to 54,938,2016-08-03,male,9,34.7,406,Starbucks to Majid,85 to 95 kg,Morning Ride,26.6,40.0,39.91,5409,5409,1,978
45 to 54,962,2019-04-24,male,24,37.7,460,North Corniche,75 to 84 kg,Evening Ride,27.1,45.4,48.18,6399,6399,0,5773
35 to 44,1626,2016-06-22,male,240,27.0,643,North Corniche,75 to 84 kg,Night Ride,10.4,64.4,20.68,7192,7192,0,5595
35 to 44,673,2018-03-30,male,11,45.4,158,Oghor 2 SailsIsland,75 to 84 kg,Morning Ride,27.1,52.6,40.09,5323,5323,1,3980
35 to 44,814,2018-07-16,male,206,22.5,625,Starbucks to Majid,75 to 84 kg,Evening Ride,22.0,41.0,56.15,9187,9187,0,848
25 to 34,370,2019-10-30,male,331,23.3,259,Headquarters Business Park,54 kg and under, man biking: light skin tone man biking: light skin tone man biking: light skin tone man biking: light skin tone ,30.9,94.7,41.43,4828,4828,0,6599
35 to 44,750,2014-02-24,male,310,25.0,287,Oghor 2 SailsIsland,95 kg to 104 kg,Night Ride,20.0,87.1,35.49,6398,6398,0,4279
25 to 34,1212,2018-04-28,male,290,11.6,1469,King Street side,85 to 95 kg,Home to Obhur and back!,17.2,39.2,53.27,11175,11175,0,2271
35 to 44,735,2019-03-13,male,108,27.8,612,King Street side,54 kg and under,Evening Ride,23.7,31.7,45.59,6937,6937,0,2392
75+,1048,2018-09-17,male,3,22.4,269,Headquarters Business Park,54 kg and under,Evening Ride,23.4,37.1,50.16,7717,7717,0,7863
35 to 44,860,2019-11-08,male,50,28.3,964,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,23.8,40.7,88.83,13423,13423,0,1830
20 to 24,105,2017-04-01,male,22,20.5,476,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Morning Ride,23.6,41.8,62.79,9576,9576,0,2664
19 and under,48,2020-02-03,female,2,18.2,772,Starbucks to Majid,54 kg and under,35 k ride,14.6,40.0,16.62,4099,4099,0,47
35 to 44,739,2018-10-10,male,157,32.8,219,Oghor 2 SailsIsland,55 to 64 kg,Ciclismo por la mañana,27.3,37.1,40.46,5342,5342,0,4127
35 to 44,714,2016-11-27,male,87,19.6,1624,S.Ubhur Alkurnaysh South Bound with detour,65 to 74 kg,تمرين صباحي من الكورنيش الى ابحر (جده),27.7,52.9,73.01,9480,9480,1,1350
35 to 44,889,2017-12-10,male,193,24.6,245,Headquarters Business Park,54 kg and under,Night Ride,17.7,35.3,11.21,2277,2277,0,7320
19 and under,43,2019-04-22,male,10,39.2,183,Oghor 2 SailsIsland,54 kg and under,خفافي,30.0,55.4,26.62,3194,3194,0,3085
25 to 34,435,2018-08-27,male,293,22.8,617,Starbucks to Majid,54 kg and under,Evening Ride,24.9,43.9,47.25,6840,6840,0,446
25 to 34,396,2017-08-11,male,267,18.1,938,King Street side,75 to 84 kg,17 Afternoon Ride 44.8,19.1,41.4,44.89,8466,8466,0,2248
25 to 34,164,2019-10-11,male,38,35.6,765,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,31.9,40.0,83.77,9450,9450,1,1743
35 to 44,810,2018-02-09,male,202,22.9,615,Starbucks to Majid,95 kg to 104 kg,صباح النشاط,18.9,33.8,44.9,8567,8567,1,844
35 to 44,657,2019-01-26,male,17,35.5,170,Headquarters Business Park,65 to 74 kg,Morning Ride,31.6,42.5,21.01,2398,2398,0,7143
45 to 54,1092,2019-05-15,male,18,36.1,271,PRINCE SULTAN - ASSALAM TO FATIMA,65 to 74 kg,Ramadan chain gang?,31.5,45.0,46.72,5331,5331,0,3002
35 to 44,181,2015-05-01,male,157,24.4,697,King Street side,105 kg to 114 kg,Morning Ride to King Road,36.0,66.6,70.02,7010,7010,0,2440
35 to 44,664,2017-12-22,male,36,33.0,427,Starbucks to Majid,75 to 84 kg,Afternoon Ride,23.5,42.1,40.26,6161,6161,0,678
25 to 34,186,2017-05-26,male,7,50.2,143,Oghor 2 SailsIsland,54 kg and under,Afternoon Ride,30.9,59.0,37.97,4428,4428,1,3286
45 to 54,945,2020-02-05,male,13,42.4,169,Oghor 2 SailsIsland,54 kg and under,Morning Ride,33.0,47.2,41.48,4530,4530,1,4427
35 to 44,775,2019-12-25,male,31,34.7,917,S.Ubhur Alkurnaysh South Bound with detour,65 to 74 kg,Lunch Ride,30.2,74.5,97.35,11599,11599,1,1294
20 to 24,1286,2017-12-08,male,21,20.9,467,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Morning Ride,17.2,37.4,35.79,7478,7478,0,2663
35 to 44,1562,2017-12-10,male,382,19.2,314,Headquarters Business Park,54 kg and under,Evening Ride,19.0,27.7,17.72,3354,3354,0,7508
45 to 54,998,2016-10-07,male,98,26.9,267,Oghor 2 SailsIsland,95 kg to 104 kg,Morning Ride,23.1,45.0,53.82,8399,8399,0,4512
35 to 44,371,2019-04-19,male,216,24.0,251,Headquarters Business Park,54 kg and under,Afternoon Ride,26.4,48.6,33.15,4516,4516,1,7346
35 to 44,1219,2017-07-17,male,274,25.3,686,North Corniche,95 kg to 104 kg,Night Ride,28.1,44.6,45.22,5794,5794,0,5629
35 to 44,641,2014-12-05,male,292,24.2,716,North Corniche,65 to 74 kg,"12/05/2014 Jeddah, Makkah Province, Saudi Arabia",33.4,54.4,163.05,17574,17574,1,5647
19 and under,7,2019-12-25,male,9,31.5,1011,S.Ubhur Alkurnaysh South Bound with detour,65 to 74 kg,Morning Ride,26.8,42.8,40.89,5492,5492,1,1112
35 to 44,749,2015-06-08,male,134,26.1,539,Starbucks to Majid,115 kg and over,الاثنين ورعة الجو,23.3,38.5,29.03,4480,4480,0,776
35 to 44,1529,2019-02-10,male,303,22.0,275,Headquarters Business Park,54 kg and under,Morning Ride,19.6,42.8,40.16,7360,7360,0,7432
25 to 34,353,2016-03-29,male,250,20.5,830,King Street side,85 to 95 kg,Night Ride,22.6,41.0,41.75,6657,6657,0,2231
25 to 34,1196,2016-12-09,male,247,20.8,819,King Street side,75 to 84 kg,Morning Ride,16.9,39.6,54.19,11551,11551,0,2228
25 to 34,311,2019-10-23,male,170,27.0,630,King Street side,75 to 84 kg,Evening Ride,25.4,40.7,52.53,7440,7440,1,2153
25 to 34,472,2018-04-13,male,474,20.7,292,Headquarters Business Park,85 to 95 kg,Evening Ride,26.7,26.6,21.07,2837,2837,0,6738
35 to 44,421,2018-11-12,male,321,21.6,805,North Corniche,115 kg and over,Evening Ride,15.9,31.0,25.87,5871,5871,1,5677
25 to 34,1956,2020-01-07,male,686,16.7,361,Headquarters Business Park,65 to 74 kg,Morning Ride,15.7,45.0,15.42,3546,3546,0,6952
35 to 44,926,2017-12-08,female,1,28.6,1114,S.Ubhur Alkurnaysh South Bound with detour,75 to 84 kg,Bravo Bravo Jeddah,20.2,35.6,34.27,6115,6115,0,1366
25 to 34,188,2015-04-10,male,13,33.7,733,Obhur North Short,65 to 74 kg,33avg and dropped like a bag a shit :),33.0,44.6,93.93,10238,10238,0,1469
45 to 54,942,2014-10-10,male,12,37.9,720,Al Fardoos to shellfish round about,75 to 84 kg,"10/10/2014 Jeddah, Makkah Province, Saudi Arabia",32.3,48.6,86.08,9586,9586,0,1851
20 to 24,1159,2017-11-08,male,42,23.5,724,King Street side,54 kg and under,Evening Ride,24.9,45.0,36.87,5332,5332,0,1963
25 to 34,1316,2019-05-24,male,160,17.5,560,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Night Ride,15.1,46.1,21.49,5137,5137,0,2826
20 to 24,1155,2017-04-28,male,39,30.3,572,North Corniche,85 to 95 kg,Morning Ride  تمرين صباح الجمعه,23.6,45.4,80.22,12217,12217,0,4717
45 to 54,1010,2019-11-15,male,130,21.9,327,Oghor 2 SailsIsland,54 kg and under,Morning Ride,20.7,32.8,35.35,6156,6156,0,4545
35 to 44,1224,2019-11-16,male,235,28.8,249,Oghor 2 SailsIsland,85 to 95 kg,Getting warmed UP! flexed biceps beaming face with smiling eyes ,21.4,34.2,23.17,3896,3896,0,4209
25 to 34,474,2018-04-25,male,333,21.4,657,Starbucks to Majid,75 to 84 kg,Evening Ride,20.7,39.6,46.51,8104,8104,0,485
25 to 34,541,2014-10-26,male,258,19.5,875,King Street side,54 kg and under,Afternoon Ride,19.3,30.6,32.7,6089,6089,0,2239
55 to 64,1618,2019-04-22,male,25,24.3,295,Oghor 2 SailsIsland,,Night Ride,0.2,46.4,33.1,674562,674562,0,4604
25 to 34,1502,2020-03-20,male,599,14.0,512,Oghor 2 SailsIsland,54 kg and under,Morning Ride,19.8,34.6,30.02,5448,5448,0,3927
35 to 44,1575,2018-11-02,male,417,13.9,517,Oghor 2 SailsIsland,54 kg and under,Evening Ride,12.8,24.8,17.19,4817,4817,0,4386
25 to 34,1829,2019-06-11,male,352,22.9,264,Headquarters Business Park,65 to 74 kg,Morning Ride,22.9,30.2,10.01,1574,1574,0,6620
19 and under,31,2016-03-25,male,31,22.2,635,Starbucks to Majid,75 to 84 kg,Morning Ride,22.6,103.0,79.49,12656,12656,0,30
45 to 54,1027,2017-04-21,male,40,17.8,1529,Al Fardoos to shellfish round about,75 to 84 kg,Morning Ride,25.3,42.5,54.45,7737,7737,0,1879
35 to 44,1549,2019-02-08,male,353,17.1,1014,North Corniche,65 to 74 kg,Morning Ride,21.8,43.2,128.99,21346,21346,0,5708
25 to 34,1110,2020-01-30,female,6,32.0,543,North Corniche,54 kg and under,Corniche Ride,26.4,36.0,36.42,4961,4961,0,5340
45 to 54,1266,2020-03-30,male,26,32.4,302,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Morning Ride,25.4,37.1,70.14,9934,9934,0,3012
25 to 34,1987,2018-11-02,male,742,14.2,425,Headquarters Business Park,54 kg and under,Night Ride,13.2,45.7,16.05,4370,4370,0,7006
25 to 34,72,2020-01-06,male,285,28.8,603,North Corniche,54 kg and under,Night Ride,21.1,46.1,20.87,3562,3562,0,5080
35 to 44,703,2020-02-09,male,26,40.8,425,North Corniche,95 kg to 104 kg,Evening Ride,26.8,52.9,60.78,8172,8172,0,5381
45 to 54,988,2019-01-23,male,67,23.4,601,Starbucks to Majid,54 kg and under,Evening Ride,21.4,31.3,17.91,3011,3011,0,1036
25 to 34,624,2019-12-30,female,18,15.7,899,Starbucks to Majid,54 kg and under,Evening Ride,18.1,34.9,36.29,7229,7229,0,636
25 to 34,1774,2019-04-19,male,32,35.7,169,Headquarters Business Park,65 to 74 kg,PEAR Outdoor Bike Ride,31.1,60.5,41.72,4836,4836,1,6296
35 to 44,1234,2019-03-15,male,108,26.2,373,PRINCE SULTAN - ASSALAM TO FATIMA,85 to 95 kg,Morning Ride,23.3,37.4,30.02,4631,4631,1,2941
55 to 64,1032,2018-10-20,male,4,34.2,412,Starbucks to Majid,54 kg and under,Morning Ride,25.7,41.4,65.29,9157,9157,0,1083
55 to 64,1272,2020-02-07,male,17,24.3,701,King Street side,54 kg and under,Friday Padyak!,21.7,75.6,62.47,10374,10374,0,2615
35 to 44,826,2016-04-11,male,219,22.0,639,Starbucks to Majid,54 kg and under,Evening Ride,17.6,105.5,10.57,2158,2158,0,861
25 to 34,471,2016-11-04,male,573,17.9,401,Oghor 2 SailsIsland,75 to 84 kg,Evening Ride,14.2,38.5,24.78,6262,6262,0,3901
35 to 44,866,2018-01-03,male,262,19.4,725,Starbucks to Majid,54 kg and under,Exercise with Jeddah Cyclist ,17.2,40.7,29.02,6087,6087,0,903
35 to 44,1534,2018-10-15,male,251,28.4,253,Oghor 2 SailsIsland,65 to 74 kg,Evening Ride,16.0,41.8,26.17,5895,5895,1,4220
20 to 24,105,2017-05-13,male,60,22.5,626,Starbucks to Majid,85 to 95 kg,Morning Ride,23.0,34.6,20.95,3280,3280,0,109
35 to 44,1537,2018-12-23,male,435,16.7,362,Headquarters Business Park,54 kg and under,Night Ride,11.1,30.6,11.84,3826,3826,0,7561
20 to 24,141,2017-07-12,male,48,29.1,597,North Corniche,75 to 84 kg,Evening Ride,22.8,41.4,23.36,3689,3689,1,4726
20 to 24,66,2018-01-15,male,12,41.7,172,Oghor 2 SailsIsland,75 to 84 kg,Morning Ride,32.9,48.6,30.02,3284,3284,1,3148
35 to 44,779,2019-02-19,male,121,24.1,405,PRINCE SULTAN - ASSALAM TO FATIMA,54 kg and under,Evening Ride,16.9,39.6,41.15,8759,8759,1,2954
25 to 34,379,2015-06-21,male,347,23.0,263,Headquarters Business Park,75 to 84 kg,Night Ride,24.0,46.8,26.98,4045,4045,0,6612
35 to 44,904,2017-08-07,male,452,15.7,384,Headquarters Business Park,54 kg and under,Evening Ride,17.7,37.8,15.98,3243,3243,0,7578
25 to 34,1804,2018-06-10,male,238,25.2,240,Headquarters Business Park,54 kg and under,Morning Ride,18.7,30.2,12.85,2470,2470,0,6504
35 to 44,1117,2019-01-25,male,51,28.0,974,Al Fardoos to shellfish round about,,Morning Ride,18.8,39.6,70.97,13573,13573,0,1831
35 to 44,862,2019-06-15,male,483,10.6,568,Headquarters Business Park,54 kg and under,Night Ride,17.9,35.3,26.83,5411,5411,0,7609
35 to 44,824,2019-08-28,male,140,20.2,483,PRINCE SULTAN - ASSALAM TO FATIMA,,Morning Ride,20.5,28.4,20.67,3626,3626,0,2973
35 to 44,755,2017-07-19,male,140,25.8,545,Starbucks to Majid,54 kg and under,Pedalada de mañana,27.9,39.6,35.76,4619,4619,1,782
45 to 54,1022,2018-08-25,male,16,31.9,189,Headquarters Business Park,75 to 84 kg,Morning Ride,17.6,38.2,38.3,7829,7829,1,7674
25 to 34,592,2018-12-19,male,20,41.9,414,North Corniche,55 to 64 kg,Evening Ride,38.5,48.6,26.72,2499,2499,1,4817
25 to 34,313,2018-11-19,male,156,34.3,209,Oghor 2 SailsIsland,54 kg and under,Evening Ride,25.3,56.9,51.34,7317,7317,0,3463
35 to 44,2202,2018-10-01,female,27,11.3,536,Headquarters Business Park,54 kg and under,Night Ride,10.7,18.0,14.73,4964,4964,0,7654
45 to 54,1002,2019-09-28,male,57,24.4,247,Headquarters Business Park,115 kg and over,Morning Ride,22.1,38.9,29.96,4880,4880,0,7714
35 to 44,676,2017-04-07,male,45,29.4,929,Al Fardoos to shellfish round about,85 to 95 kg,Morning Ride,27.4,73.8,85.6,11259,11259,0,1825
55 to 64,1273,2020-03-24,male,19,19.6,870,King Street side,54 kg and under,Morning Ride,18.1,32.8,52.39,10436,10436,0,2617
35 to 44,823,2018-08-29,male,67,35.9,483,North Corniche,85 to 95 kg,تمرين جميل مع دراج جدة red heart ,21.9,45.7,57.15,9398,9398,0,5422
55 to 64,1042,2019-07-15,male,15,22.5,626,Starbucks to Majid,54 kg and under,Afternoon Ride,17.9,27.7,22.5,4524,4524,0,1094
35 to 44,838,2018-01-01,male,167,30.5,570,North Corniche,95 kg to 104 kg,Heavy Wind Evening Ride,20.1,39.6,29.05,5201,5201,0,5522
25 to 34,575,2018-11-10,male,561,19.7,365,Oghor 2 SailsIsland,65 to 74 kg,Morning Ride,18.2,38.5,31.77,6299,6299,0,3889
